Name,Slug,Short Description,Tagline / Description,Long Description (About),Official Website URL,Logo URL,Primary Category,Category Slug,Primary Task(s),Key Features,Use Cases,Integrations,Supported Platforms,Pricing Model,Pricing Raw,Has API,API Docs URL,Is Open Source,GitHub Repository,Provider / Company,Provider Website,Release Date,Pros,Cons
Ability AI - AiAgents.Directory,ability-ai,Ability AI is a Marketing AI agent that,"Ability AI is a Marketing AI agent that empowering Businesses with Secure, People-Centric Autonomous AI Agents.","Ability AI is a Marketing AI agent that empowering Businesses with Secure, People-Centric Autonomous AI Agents.",https://ability.ai/,https://aiagents.directory/media/agents/screenshots/ability-ai_1,Task Automation,task-automation,Task Automation,"
• AI Media Buying
• AI Research
• AI Strategy Development
• Channel Suggestion
• Real-time Strategy Refinement
• Target Audience Discovery","
• Accelerating Digital Strategy Processes
• Generating Marketing Research Insights
• Mapping Client Strategy
• Pitching Confidently",,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Adept - AiAgents.Directory,adept,Adept is a Research Labs & Business Automation,Adept is a Research Labs & Business Automation AI agent that a new way to use computers.,Adept is a Research Labs & Business Automation AI agent that a new way to use computers.,https://www.adept.ai/,https://aiagents.directory/media/agents/screenshots/adept_1,Task Automation,task-automation,Task Automation,"
• Custom actuation software for actions across websites and applications
• Feedback and data collection tools for ongoing model improvement
• Natural language instructions for quick workflow setup
• Proprietary agent training data with trillions of tokens specific to web UIs
• Suite of multimodal models for localization, web understanding, and planning","
• Financial services for extracting information from PDFs and updating systems
• Healthcare for processing license applications with human oversight
• Supply-chain management for checking shipping availability",,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
AgentForge - AiAgents.Directory,agentforge,AgentForge is a Open Source & AI Agent,"AgentForge is a Open Source & AI Agent Framework AI agent that a low-code framework designed for the swift creation, testing, and iteration of AI-powered...","AgentForge is a Open Source & AI Agent Framework AI agent that a low-code framework designed for the swift creation, testing, and iteration of AI-powered...",https://AiAgents.Directory/agentforge/,https://aiagents.directory/media/agents/screenshots/agentforge_1,Coding AI,coding-ai,Coding AI,"
• Custom Tools & Actions
• Customizable Agents
• Dynamic Prompt Templates
• LLM Agnostic Agents
• On-The-Fly Prompt Editing
• Open-Source Model Support","
• Customization of agent functionalities
• Integration with various LLM APIs
• Rapid development of AI agents
• Testing and iteration of cognitive architectures",,Web Browser,FREE,Free plan available,FALSE,,TRUE,https://github.com/DataBassGit/AgentForge,,,,,
Agentforce - AiAgents.Directory,agentforce,Agentforce is a Business Automation AI agent that,"Agentforce is a Business Automation AI agent that agentforce is a proactive, autonomous AI application that enhances productivity across various industries...","Agentforce is a Business Automation AI agent that agentforce is a proactive, autonomous AI application that enhances productivity across various industries...",https://www.salesforce.com/agentforce/,https://aiagents.directory/media/agents/screenshots/agentforce_1.png,Task Automation,task-automation,Task Automation,"
• AI-powered voice capabilities
• Customizable AI agents for multiple use cases
• Integrated security and data governance features
• Intelligent context extraction
• Low-code and pro-code tools for agent management
• Unified drafting, testing, and deployment workspace","
• Appointment scheduling
• Banking automation
• Customer support
• Deep research
• Employee support",,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Adala - AiAgents.Directory,adala,Adala is a Open Source AI agent that,Adala is a Open Source AI agent that autonomous Data (Labeling) Agent framework.,Adala is a Open Source AI agent that autonomous Data (Labeling) Agent framework.,https://AiAgents.Directory/adala/,https://aiagents.directory/media/agents/screenshots/adala_1,Task Automation,task-automation,Task Automation,"
• Autonomous learning through iterative skill development
• Controllable output with configurable constraints
• Easily customizable for specific challenges
• Flexible and extensible runtime environment
• Reliable agents built on ground truth data
• Specialized in diverse data labeling tasks","
• AI engineers designing AI agent systems
• Data scientists preprocessing and postprocessing data
• Educators and students using Adala for teaching and projects
• Machine learning researchers experimenting with problem decomposition",,Web Browser,FREE,Free plan available,FALSE,,TRUE,https://github.com/HumanSignal/Adala,,,,,
Agent Development Kit (ADK) - AiAgents.Directory,agent-development-kit-adk,Agent Development Kit (ADK) is a Developer Tools,Agent Development Kit (ADK) is a Developer Tools AI agent that a flexible and modular framework for developing and deploying AI agents.,Agent Development Kit (ADK) is a Developer Tools AI agent that a flexible and modular framework for developing and deploying AI agents.,https://google.github.io/adk-docs/,https://aiagents.directory/media/agents/screenshots/agent-development-kit-adk_1.png,Coding AI,coding-ai,Coding AI,"
• Built-in evaluation for agent performance
• Deployment ready with containerization options
• Flexible orchestration with workflow agents
• Guidance on building safe and secure agents
• Multi-agent architecture for scalable applications
• Rich tool ecosystem including pre-built tools and custom functions","
• Creating complex workflows and pipelines
• Deploying agents across different environments
• Developing AI agents for various applications
• Integrating third-party libraries and tools",,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Browse AI Agents | AiAgents.Directory,agents,Discover and explore the best AI agents and,Discover and explore the best AI agents and tools. AiAgents.Directory is your comprehensive resource for finding the perfect AI agents.,Discover and explore the best AI agents and tools. AiAgents.Directory is your comprehensive resource for finding the perfect AI agents.,https://AiAgents.Directory/agents/,https://aiagents.directory/static/images/og-default-2.8314c5e7c8d0.png,Task Automation,task-automation,Task Automation,"
• Business Automation (93)
• AI Agent Framework (86)
• Open Source (82)
• Developer Tools (74)
• Digital Workers (61)",,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Ace Waves - AiAgents.Directory,ace-waves,Ace Waves is a Customer Support AI agent,Ace Waves is a Customer Support AI agent that AI agents that automate customer support and enhance user satisfaction.,Ace Waves is a Customer Support AI agent that AI agents that automate customer support and enhance user satisfaction.,https://acewaves.com/,https://aiagents.directory/media/agents/screenshots/ace-waves_1.png,Task Automation,task-automation,Task Automation,"
• 24/7 availability
• Automates up to 80% of customer support
• Cuts support costs by 60%
• Deep integration with existing tech stacks
• Understands context and emotion","
• Cost reduction in customer service
• Customer support automation
• Multi-channel support
• Real-time conversational agents",,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Agemo - AiAgents.Directory,agemo,Agemo is a Developer Tools & AI Agent,Agemo is a Developer Tools & AI Agent Framework AI agent that input your problem in human terms and receive a completed software system in minutes.,Agemo is a Developer Tools & AI Agent Framework AI agent that input your problem in human terms and receive a completed software system in minutes.,https://agemo.ai/,https://aiagents.directory/media/agents/screenshots/agemo_1,Coding AI,coding-ai,Coding AI,"
• Collaboration tools
• Idea generation
• Integration with development environments
• Software prototyping","
• Collaborative software design
• Prototyping software ideas
• Rapid application development
• Streamlining software development processes",,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
8Flow - AiAgents.Directory,8flow,8Flow is a Business Automation AI agent that,8Flow is a Business Automation AI agent that 8Flow.ai – Enterprise Workflow Mapping for AI Agents.,8Flow is a Business Automation AI agent that 8Flow.ai – Enterprise Workflow Mapping for AI Agents.,https://8flow.ai/,https://aiagents.directory/media/agents/screenshots/8flow_1.png,Task Automation,task-automation,Task Automation,"
• Automate repetitive tasks with one-click solutions
• Close more cases with a 15% improvement
• Increase agent productivity by 25%
• Real-time analysis dashboard for productivity insights","
• Agent productivity enhancement
• Process optimization
• Task automation
• Workflow mapping",,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Accrete AI - AiAgents.Directory,accrete-ai,Accrete AI is a Business Automation AI agent,Accrete AI is a Business Automation AI agent that accrete's Expert AI Agents transform enterprises by automating decisions with tacit knowledge.,Accrete AI is a Business Automation AI agent that accrete's Expert AI Agents transform enterprises by automating decisions with tacit knowledge.,https://www.accrete.ai/,https://aiagents.directory/media/agents/screenshots/accrete-ai_1.png,Task Automation,task-automation,Task Automation,"
• Continuous learning and reasoning capabilities
• Expert AI Agents for automated decision-making
• Knowledge Engine that integrates siloed information
• Real-time insights for various business operations
• Support for risk intelligence and supply chain management","
• Autonomous decision-making
• Data analysis and reporting
• IT change management risk assessment
• Social media narrative detection
• Supply chain vulnerability detection",,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
AgentPilot - AiAgents.Directory,agentpilot,AgentPilot is a Open Source & Task Automation,"AgentPilot is a Open Source & Task Automation AI agent that a cross-platform desktop app to create, manage, and chat with AI agents.","AgentPilot is a Open Source & Task Automation AI agent that a cross-platform desktop app to create, manage, and chat with AI agents.",https://AiAgents.Directory/agentpilot/,https://aiagents.directory/media/agents/screenshots/agentpilot_1,Task Automation,task-automation,Task Automation,"
• AI Generation
• Branching Workflows
• Code Interpreter
• Create Agents
• Customizable UI
• Graph Workflows","
• AI-driven task execution
• Custom agent creation
• Multi-member workflow management
• Real-time chat with AI
• Workflow automation",,Web Browser,FREE,Free plan available,FALSE,,TRUE,https://github.com/jbexta/AgentPilot,,,,,
AgentScale - AiAgents.Directory,agentscale,AgentScale is a Business Automation AI agent that,"AgentScale is a Business Automation AI agent that agentScale is your very own personal assistant, email writer, calendar scheduler, and internet surfer.","AgentScale is a Business Automation AI agent that agentScale is your very own personal assistant, email writer, calendar scheduler, and internet surfer.",https://agentscale.ai/,https://aiagents.directory/media/agents/screenshots/agentscale_1.png,Task Automation,task-automation,Task Automation,"
• AI Agents
• Large Language Models (LLM)
• Robotic Process Automation (RPA)","
• Business process automation
• Customer support automation
• Data management",,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
A2UI - AiAgents.Directory,a2ui,A2UI is a AI Agent Framework AI agent,A2UI is a AI Agent Framework AI agent that a2UI is a protocol enabling AI agents to create interactive UIs across multiple platforms without risky code...,A2UI is a AI Agent Framework AI agent that a2UI is a protocol enabling AI agents to create interactive UIs across multiple platforms without risky code...,https://a2ui.org/,https://aiagents.directory/media/agents/screenshots/a2ui_1.png,Coding AI,coding-ai,Coding AI,"
• Declarative component descriptions
• Framework-agnostic (works with Angular, Flutter, React, etc.)
• LLM-friendly JSON structure
• Progressive rendering of UIs
• Secure by design (no executable code)","
• Building agent-driven applications
• Generating interactive UIs for applications
• Streaming UI updates in real-time",,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
AgentVerse - AiAgents.Directory,agentverse,AgentVerse is a Open Source AI agent that,"AgentVerse is a Open Source AI agent that a platform designed for deploying multiple LLM-based agents in various applications, focusing on task-solving and...","AgentVerse is a Open Source AI agent that a platform designed for deploying multiple LLM-based agents in various applications, focusing on task-solving and...",https://AiAgents.Directory/agentverse/,https://aiagents.directory/media/agents/screenshots/agentverse_1,Task Automation,task-automation,Task Automation,"
• Integration with OpenAI API and Azure OpenAI services
• Simulation framework for custom environments
• Support for local models like LLaMA and Vicuna
• Support for vLLM and FSChat
• Task-solving framework for multi-agent collaboration","
• Consulting systems
• Game development
• Social behavior research of LLM-based agents
• Software development systems",,Web Browser,FREE,Free plan available,FALSE,,TRUE,https://github.com/OpenBMB/AgentVerse,,,,,
AI Agents News | AiAgents.Directory,ai-agents-news,Browse 5948 AI agent news articles. Latest updates,"Browse 5948 AI agent news articles. Latest updates on autonomous AI, AI startups, funding, and automation tools.","# Why Autonomous AI Agents Change Everything About Work Get industry news updates and product information to help you stay up to date. ##### [Loadsmart Launches AI Agents for End-to-End Freight Automation](https://www.sdcexec.com/software-technology/ai-ar/news/22974468/loadsmart-loadsmart-launches-ai-agents-for-endtoend-freight-automation) September 18, 2026 [![Greenbutterfly Adobe Stock 278427509](https://img.sdcexec.com/mindful/acbm/workspaces/default/uploads/2026/09/greenbutterfly-adobestock-278427509.99hc6ZjgJA.jpg?auto=format%2Ccompress&dpr=2&fit=crop&h=100&q=70&w=100)](https://www.sdcexec.com/software-technology/ai-ar/news/22974526/zip-zip-integrates-ai-risk-management-directly-into-procurement-workflows) [![Greenbutterfly Adobe Stock 278427509](https://img.sdcexec.com/mindful/acbm/workspaces/default/uploads/2026/09/greenbutterfly-adobestock-278427509.99hc6ZjgJA.jpg?auto=format%2Ccompress&dpr=2&fit=crop&h=167&q=70&w=250)](https://www.sdcexec.com/software-technology/ai-ar/news/22974526/zip-zip-integrates-ai-risk-management-directly-into-procurement-workflows) [Loadsmart](https://www.sdcexec.com/home/company/21134296/loadsmart) [Loadsmart AI agents take a task, collect and file a document, pull status from a carrier, rebook a dock appointment, retender a failed load, and update a record in the TMS.](https://www.sdcexec.com/software-technology/ai-ar/news/22974468/loadsmart-loadsmart-launches-ai-agents-for-endtoend-freight-automation) [![Zampra Studio's Adobe Stock 1577350838](https://img.sdcexec.com/mindful/acbm/workspaces/default/uploads/2026/09/zampra-studio-s-adobestock-1577350838.NoH67dSYaS.jpg?ar=16%3A9&auto=format%2Ccompress&dpr=2&fit=crop&h=135&q=70&w=240)](https://www.sdcexec.com/software-technology/ai-ar/news/22974468/loadsmart-loadsmart-launches-ai-agents-for-endtoend-freight-automation) ##### [OVN Launches AI Driver Onboarding System for Same-Day Approval](https://www.sdcexec.com/transportation/fleet-management/news/22974532/ovn-llc-ovn-launches",https://www.wsj.com/business/entrepreneurship/burned-out-and-unemployed-young-people-in-china-are-launching-ai-startups-c5ebcdc3,https://aiagents.directory/static/images/og-default-2.8314c5e7c8d0.png,Image Generation,image-generation,Image Generation,"
• Business Automation (93)
• AI Agent Framework (86)
• Open Source (82)
• Developer Tools (74)
• Digital Workers (61)",,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
AI Browser - AiAgents.Directory,ai-browser,AI Browser is a Task Automation AI agent,AI Browser is a Task Automation AI agent that AI Browser automates complex web tasks using advanced AI technology (Freemium).,AI Browser is a Task Automation AI agent that AI Browser automates complex web tasks using advanced AI technology (Freemium).,https://aibrowser.surf,https://aiagents.directory/media/agents/screenshots/ai-browser_1.png,Task Automation,task-automation,Task Automation,"
• Auto captcha solve
• Auto prompt refinement
• Auto sentiment analysis
• Cloud chrome browser
• No download required
• Prompt based workflows","
• Automate daily workflows
• Automate form submissions
• Automate marketing tasks
• Automate sales workflows
• Automate web scraping",,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
AI Modernization Toolkit - AiAgents.Directory,ai-modernization-toolkit,AI Modernization Toolkit is a Digital Workers AI,AI Modernization Toolkit is a Digital Workers AI agent that AI Modernization Toolkit for migrating and modernizing software efficiently.,AI Modernization Toolkit is a Digital Workers AI agent that AI Modernization Toolkit for migrating and modernizing software efficiently.,https://softwaremind.com/migrate-and-modernize-code-with-ai-agents/,https://aiagents.directory/media/agents/screenshots/ai-modernization-toolkit_1.png,Task Automation,task-automation,Task Automation,"
• Cost reduction
• Customizable AI tools
• Enhanced delivery efficiency
• Multi-agent architecture
• Workload reduction","
• Improving software delivery timelines
• Migrating legacy code
• Modernizing software systems
• Reducing IT operational costs",,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Today's AI Agents News | AiAgents.Directory,today,20 AI agent news articles from today. Latest,"20 AI agent news articles from today. Latest updates on autonomous AI, AI startups, and automation tools.","20 AI agent news articles from today. Latest updates on autonomous AI, AI startups, and automation tools.",https://itbrief.asia/story/automaid-launches-ai-hub-for-agents-that-keep-working,https://aiagents.directory/static/images/og-default-2.8314c5e7c8d0.png,Image Generation,image-generation,Image Generation,"
• Business Automation (93)
• AI Agent Framework (86)
• Open Source (82)
• Developer Tools (74)
• Digital Workers (61)",,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
This Month's AI Agents News | AiAgents.Directory,this-month,684 AI agent news articles from this month.,"684 AI agent news articles from this month. Coverage of AI agents, autonomous AI, and automation trends.","# Why Autonomous AI Agents Change Everything About Work Get industry news updates and product information to help you stay up to date. ##### [Loadsmart Launches AI Agents for End-to-End Freight Automation](https://www.sdcexec.com/software-technology/ai-ar/news/22974468/loadsmart-loadsmart-launches-ai-agents-for-endtoend-freight-automation) September 18, 2026 [![Greenbutterfly Adobe Stock 278427509](https://img.sdcexec.com/mindful/acbm/workspaces/default/uploads/2026/09/greenbutterfly-adobestock-278427509.99hc6ZjgJA.jpg?auto=format%2Ccompress&dpr=2&fit=crop&h=100&q=70&w=100)](https://www.sdcexec.com/software-technology/ai-ar/news/22974526/zip-zip-integrates-ai-risk-management-directly-into-procurement-workflows) [![Greenbutterfly Adobe Stock 278427509](https://img.sdcexec.com/mindful/acbm/workspaces/default/uploads/2026/09/greenbutterfly-adobestock-278427509.99hc6ZjgJA.jpg?auto=format%2Ccompress&dpr=2&fit=crop&h=167&q=70&w=250)](https://www.sdcexec.com/software-technology/ai-ar/news/22974526/zip-zip-integrates-ai-risk-management-directly-into-procurement-workflows) [Loadsmart](https://www.sdcexec.com/home/company/21134296/loadsmart) [Loadsmart AI agents take a task, collect and file a document, pull status from a carrier, rebook a dock appointment, retender a failed load, and update a record in the TMS.](https://www.sdcexec.com/software-technology/ai-ar/news/22974468/loadsmart-loadsmart-launches-ai-agents-for-endtoend-freight-automation) [![Zampra Studio's Adobe Stock 1577350838](https://img.sdcexec.com/mindful/acbm/workspaces/default/uploads/2026/09/zampra-studio-s-adobestock-1577350838.NoH67dSYaS.jpg?ar=16%3A9&auto=format%2Ccompress&dpr=2&fit=crop&h=135&q=70&w=240)](https://www.sdcexec.com/software-technology/ai-ar/news/22974468/loadsmart-loadsmart-launches-ai-agents-for-endtoend-freight-automation) ##### [OVN Launches AI Driver Onboarding System for Same-Day Approval](https://www.sdcexec.com/transportation/fleet-management/news/22974532/ovn-llc-ovn-launches",https://www.wsj.com/business/entrepreneurship/burned-out-and-unemployed-young-people-in-china-are-launching-ai-startups-c5ebcdc3,https://aiagents.directory/static/images/og-default-2.8314c5e7c8d0.png,Image Generation,image-generation,Image Generation,"
• Business Automation (93)
• AI Agent Framework (86)
• Open Source (82)
• Developer Tools (74)
• Digital Workers (61)",,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
AI Legion - AiAgents.Directory,ai-legion,AI Legion is a Open Source AI agent,"AI Legion is a Open Source AI agent that a platform for agents to work together, similar in spirit to AutoGPT and Baby AGI, but written in TypeScript.","AI Legion is a Open Source AI agent that a platform for agents to work together, similar in spirit to AutoGPT and Baby AGI, but written in TypeScript.",https://AiAgents.Directory/ai-legion/,https://aiagents.directory/media/agents/screenshots/ai-legion_1.png,Task Automation,task-automation,Task Automation,"
• Console interaction with agents
• Customizable agent setup with environment variables
• Powered by LLMs (GPT-3.5-turbo, GPT-4)
• State management for agents (memory, goals, notes)
• Supports multiple agents","
• Collaborative problem solving
• Debugging and feature testing with agents
• Interactive agent development
• Task automation",,Web Browser,FREE,Free plan available,FALSE,,TRUE,https://github.com/eumemic/ai-legion,,,,,
